id,smiles,proba
185,C=CC(C)=CCCC(=O)C(CC)CCCC,0.9895836710929871
186,CCCCC(CCCCC(=O)C(C=O)CCCC)OOC1CCCCC1,0.9893609881401062
187,CCCCCCCCCCCCCCC(=O)CCC=C(C)CCOC(=O)C(C)CC,0.9892932176589966
188,CCCCC(CC)C(=O)CC1=C(C)CCCC1(C)C,0.9891336560249329
189,CCC(=O)OCc1ccccc1,0.9889296889305115
190,CCCC(S)CCOC(=O)C1CCCCC1,0.9888793230056763
191,CC(=O)C(=O)OCC(C)C,0.9888485670089722
192,CCCCC(CC)C(=O)CCCC(C)CCO,0.9888463616371155
193,CCCCC(CC)C(=O)OCC(CC)CC,0.9886382222175598
194,CCC(C)OC(=O)CCCC(C)C,0.9886294603347778
195,CCCCC(=O)OCc1ccco1,0.9886212944984436
196,CC(=O)C(=O)OCCC(C)=CCCC1CCC(C)=CC1=O,0.9885514974594116
197,CCCCC(CCCCC(=O)CCCC(C)=O)OOC1CCCCC1,0.9883248805999756
198,CCC=CCOC(CCCC)CCCCC(=O)OCc1ccc(OC)cc1,0.9883158802986145
199,CC=CCC(=O)C(CC)CCCC,0.9883140325546265
200,CCCCC(CC)C(=O)Oc1ccc2ccccc2c1,0.988281786441803
201,CC=CC(C)C(=O)OCC(=O)CCC=C(C)C,0.988153874874115
202,CC(C)C(=O)OC1CCCCC1,0.9881211519241333
203,Cc1occc(=O)c1OC(=O)C(C)C,0.9880532622337341
204,Cc1ccc(COC(=O)C2OC2(C)c2ccc(C)cc2)cc1,0.9880049824714661
205,CCCCCC(CC)OC(C)(C)C1CCC(C)CC1=O,0.988003134727478
206,Cc1ccc(COC(=O)CCC2CCCCC2)cc1,0.9879819750785828
207,CCCCCC(O)CC(=O)OCc1ccc(C)cc1,0.9879162311553955
208,CCCCC(CC)C(=O)CC(C)C(=O)CCCC(C)CCO,0.9879084229469299
209,Cc1ccc(COC(=O)CC(C)CC(C)(C)C)cc1,0.9878975749015808
210,CC(=O)C(=O)OCc1ccc(C)cc1,0.9878095388412476
211,C=CCOC(=O)CCCCC(CCCC)OC(C=O)CC,0.9876633286476135
212,Cc1ccc(COC(=O)C2CCCCC2)cc1,0.9875664710998535
213,CCC(C)C(=O)OCCC(C)=CCCOC(C)C,0.9875298738479614
214,CCCCCCC(CC)OC1=C(C)OC(C)C1=O,0.9874449968338013
215,Cc1ccc(COC(C)(C)C2CCC(C)CC2=O)cc1,0.9873968958854675
216,CCCCCCCCCCC(=O)OCCC(C)=CCCC(=O)CC(C)C,0.9873765707015991
217,CCC=CC=CCC(=O)C(CC)CCCC,0.9872943758964539
218,C=C(C)C1CC=C(COC(=O)CCCC(C)C)CC1,0.9872350096702576
219,CCCCC(CCCCC(=O)CC(C)C)OC(=O)C(C)(C)C,0.9871740341186523
220,CCCCC(O)C(=O)OCC(C)C,0.9870173335075378
221,CCCCCOOC1=C(C)OC(C)C1=O,0.9867543578147888
222,CCCCCCC(CC)C(=O)CCCCC(CCCC)OC(=O)C(N)CCCN,0.9866676330566406
223,CCCCCC(OC1=C(C)OC(C)C1=O)C(OC)OC,0.9865288734436035
224,CC1=CCC(C(C)OCc2c(C)occc2=O)CC1,0.9865013957023621
225,CCCCC(CC)C(=O)Oc1ccc(C)cc1,0.986312210559845
226,CC=Cc1ccc(C(=O)CCCCC(CCCC)OC(=O)C(CC)Cc2ccccc2)c(OC)c1,0.9860296845436096
227,CCCC(S)CCOC(C)(C)C1CCC(C)CC1=O,0.9860059022903442
228,CCCCC(O)C(=O)OCc1ccc(C(C)C)cc1,0.9859800934791565
229,CCCCC(C=O)OCc1ccc(C)cc1,0.9859764575958252
230,CCNc1ccccc1C(=O)CC(C)C(=O)OCC,0.9859356880187988
231,CCCCC(CC)C(=O)Oc1ccccc1OC,0.9859210848808289
232,CCCCCC(=O)CCCC(=O)OCc1ccc(C)cc1,0.9858382344245911
233,CCCCC(CC)C(=O)C(=O)c1ccccc1OC,0.9858253598213196
234,CC=CC(C)C(=O)OC(CCCC)CCCCC(=O)CCCCCCC,0.985803484916687
235,CCCCC(CC)C(=O)CCCC(C)C=O,0.985791802406311
236,CCC(Cc1ccccc1)C(=O)CCC=C(C)CCOC(=O)CC1CCCCC1,0.9857308268547058
237,C=CCCCCCCCC(=O)COC(=O)C(C)C,0.9857069849967957
238,CCCCCC(CC)OC(=O)C(C)C,0.9855635166168213
239,CCCCC(O)C(=O)OCC1=CCC2CC1C2(C)C,0.9854968190193176
240,C=C(C)COC(=O)CCCCC(CCCC)OC(=C)C,0.985421359539032
241,C=C(C)C1CC=C(COC(=O)CCCCC(CCCC)OCCC2CCC(=O)O2)CC1,0.9852779507637024
242,CCCCC(CCCCC(=O)OCc1ccco1)OC(=O)CSC,0.9852574467658997
243,C=CC(CCC)OC(C)(C)C1CCC(C)CC1=O,0.9852386116981506
244,CCCCCC(CC)OC(CCCC)CCCCC(=O)CCCC(C)O,0.985188364982605
245,CCCCC(CCCCC(=O)OCCCc1ccccc1)OC(=O)C1OC1(C)c1ccccc1,0.9851796627044678
246,CCCCC(CC)C(=O)CCC1CCCC1=O,0.9850136637687683
247,CCCCC(=O)OCc1ccc(OC)cc1,0.9849230051040649
248,CCC=C(C)C(=O)Oc1c(C)occc1=O,0.9848035573959351
249,CCC=CC(=O)OCc1ccc(C)cc1,0.9846580028533936
250,C=C(C)COC(=O)CCCC(C)C,0.9844473600387573
251,CCC(C)CCC(=O)OCCC(C)=CCCC1CCC(C)=CC1=O,0.9843384623527527
252,CCCCC(=O)OC(CCCC)CCCCC(=O)OCc1ccccc1,0.9843190312385559
253,COC1=C(C)OC(C)C1=O,0.9843145608901978
254,CCCCC(CC)C(=O)CCCCO,0.984205424785614
255,CCCCC(=O)C(CC)Cc1ccccc1,0.9840865731239319
256,CCCCC(CC)C(=O)CC(=O)C(C)C,0.9840074181556702
257,CC1=C(OC(=O)Cc2ccc(C(C)(C)C)cc2)C(=O)C(C)O1,0.9839394092559814
258,C=C(C)C1CC=C(COC(=O)CC(O)CCCCC)CC1,0.9838970899581909
259,CCC(C)CC(=O)OCc1ccccc1,0.9838231205940247
260,C=CCC(C)C(=O)C(=O)CCCCC(CCCC)OC(=O)C(C)CCC,0.9837770462036133
261,CCCCC(O)C(=O)OCCC(C)=CCCOC(C)C,0.9837743043899536
262,C=CC1(C)CCC(C(C)(C)OC(=O)C(CC)CCCC)O1,0.9837636947631836
263,CCCCC(CC)C(=O)C(=O)C1OC1(C)c1ccc(C)cc1,0.983759880065918
264,CCC(=O)OCC(=O)C(C)c1ccccc1,0.9837415218353271
265,CCC(C)OC(=O)C(C)C,0.9836265444755554
266,Cc1ccc(COC(=O)COOc2c(C)occc2=O)cc1,0.9835373759269714
267,Cc1ccc(COCC(C)C)cc1,0.9835365414619446
268,CCOCC(C)C(=O)OC1CCCCC1,0.9835294485092163
269,C=C(COC(=O)CCCSC)C1CC=C(C)CC1,0.9834852814674377
270,C=C(C)C1CC=C(COC(=O)C(CC)C(C)=O)CC1,0.9834536910057068
271,CCCCC(C=O)Oc1c(C)occc1=O,0.9834264516830444
272,CCCCC(CC)C(=O)c1ccccc1OC,0.9834184050559998
273,CCC=C(C)C(=O)C1CCCCC1,0.9832536578178406
274,CCCCCC(CC)OOC1=C(C)OC(C)C1=O,0.9831468462944031
275,CC=C(C)C=CCOC1=C(C)OC(C)C1=O,0.9831347465515137
276,C=C(COC(=O)C1CC2C=CC1C2)C1CC=C(C)CC1,0.9831072092056274
277,CC1=C(COC2=C(C)OC(C)C2=O)C(C)(C)CCC1,0.9829724431037903
278,CC(=O)CCC(=O)OC1=C(C)OC(C)C1=O,0.9829620718955994
279,CCCCC(=O)C(O)C(O)C(=O)OCC(CC)CC,0.9827593564987183
280,CCC=C(C)C(=O)C(=O)C(O)C(O)C(=O)CCCC,0.9826404452323914
281,CC(=CCCC(=O)CCC(C)C)CCOC(=O)CC1CCCCC1,0.9824988842010498
282,CCC(CC)C(=O)OC1CCCCC1,0.9824323654174805
283,CCCCC(CC)C(=O)CC1OCCO1,0.9824268817901611
284,CC(C)C(=O)CCOC(=O)CCc1ccccc1,0.9823618531227112
285,CCCCC(CC)C(=O)OC1=C(C)CCC1=O,0.9815858602523804
286,CCCC(=O)CCC(S)CCC,0.9815712571144104
287,C=CC1(C)CCC(C(C)(C)OC(=O)C(C)C)O1,0.9814790487289429
288,CC=CCCC(=O)C(CC)CCCC,0.9813770651817322
289,CC1=C(OC(=O)C2CCCCC2)C(=O)C(C)O1,0.9811543822288513
290,Cc1ccc(COC(=O)Cc2ccc(C(C)(C)C)cc2)cc1,0.9811474084854126
291,Cc1ccc(COC(=O)CCCc2ccccc2)cc1,0.9809405207633972
292,CC=CCCC(C)C(=O)OCC,0.9807038307189941
293,CCCCC(=O)C(O)C(O)C(=O)OC(C)(C)c1ccccc1,0.9806287288665771
294,C=CC(CCCCC)OC(CCCC)CCCCC(=O)CCCC(C)=O,0.9805635213851929
295,Cc1cccc(OCOC(=O)C(C)C)c1,0.9805600643157959
296,CCC(OC(=O)C(O)C(O)C(=O)CCCC(C)CCO)c1ccccc1,0.9803488850593567
297,CCC=CC(=O)OC1CCCCC1,0.9803211688995361
298,CCCCC(CC)C(=O)CC(O)C=O,0.9802471399307251
299,CC=CC(C)C(=O)OCC1=CCC2CC1C2(C)C,0.9802207946777344
300,CCNc1ccccc1C(=O)OC1=C(C)OC(C)C1=O,0.9802124500274658
301,CCC(C)C(=O)OCCCCC(C)CCO,0.9801174998283386
302,Cc1ccc(COCC=CCO)cc1,0.9801141619682312
303,CC1=CCC(C(C)OC2=C(C)OC(C)C2=O)CC1,0.9800614714622498
304,CCCCC(CC)C(=O)OCCc1ccccc1,0.9800081253051758
